log_id,occurred_at,source,incident_category,risk,pii_status,pii_summary,analyzer_reason,redacted_log
LOG-1763476617191-472,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763476629202-918,,웹 애플리케이션,monitoring,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763476638264-513,,CRM 시스템,exfiltration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763476649415-468,,로그인 게이트웨이,credential_abuse,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763476662156-658,,파일 서버,exfiltration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763476671355-435,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763476673329-64,,파일 서버,exfiltration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763476673446-416,,웹 애플리케이션,credential_abuse,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763476677182-208,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763476697391-160,,로그인 게이트웨이,credential_abuse,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763476713188-538,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763476727696-723,,로그인 게이트웨이,credential_abuse,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763476731171-83,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763476737179-798,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763476749175-654,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763476757491-611,,CRM 시스템,exfiltration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763476763117-145,,웹 애플리케이션,credential_abuse,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763476793821-150,,오브젝트 스토리지,exfiltration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763476803206-673,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763476827183-382,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763476929178-539,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763476947188-372,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763476977188-707,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763476991397-240,,CRM 시스템,exfiltration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763476995251-684,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477007207-88,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477015573-806,,로그인 게이트웨이,credential_abuse,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477043190-804,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477049186-200,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477061208-15,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477069205-738,,웹 애플리케이션,credential_abuse,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477073211-908,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477109194-252,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477142203-54,,CRM 시스템,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477145273-217,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477153954-904,,로그인 게이트웨이,credential_abuse,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477181190-695,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477187193-82,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477213285-393,,오브젝트 스토리지,misconfiguration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477247188-249,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477265253-447,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477273577-774,,파일 서버,exfiltration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477307183-148,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477325134-884,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477331198-769,,웹 애플리케이션,monitoring,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477342022-135,,오브젝트 스토리지,exfiltration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477355246-824,,웹 애플리케이션,monitoring,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477411130-693,,CRM 시스템,exfiltration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477433178-722,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477453048-815,,오브젝트 스토리지,exfiltration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477481244-338,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477495820-780,,파일 서버,exfiltration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477517194-737,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477526290-335,,CRM 시스템,exfiltration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477553192-536,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477573029-526,,파일 서버,exfiltration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477583184-521,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477637185-688,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477645553-93,,CRM 시스템,exfiltration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477649183-955,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477673196-935,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477675591-867,,오브젝트 스토리지,misconfiguration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477675709-124,,로그인 게이트웨이,credential_abuse,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477679207-435,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477697189-221,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477745258-21,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477771733-392,,로그인 게이트웨이,credential_abuse,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477783365-289,,오브젝트 스토리지,exfiltration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477813053-90,,오브젝트 스토리지,misconfiguration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477817210-592,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477831559-68,,오브젝트 스토리지,misconfiguration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477841187-772,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477891411-181,,웹 애플리케이션,credential_abuse,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477903233-11,,오브젝트 스토리지,misconfiguration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477915672-76,,CRM 시스템,exfiltration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477921338-563,,로그인 게이트웨이,credential_abuse,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477939395-621,,오브젝트 스토리지,exfiltration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763477945287-319,,오브젝트 스토리지,exfiltration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478057205-452,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478075267-438,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478117311-188,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478173268-999,,CRM 시스템,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478189192-445,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478201322-834,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478221748-30,,CRM 시스템,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478243215-66,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478263237-28,,오브젝트 스토리지,misconfiguration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478291200-433,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478297205-370,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478308673-311,,오브젝트 스토리지,misconfiguration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478309203-898,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478369201-51,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478381199-152,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478429197-579,,웹 애플리케이션,monitoring,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478435250-78,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478447196-777,,웹 애플리케이션,monitoring,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478453213-931,,웹 애플리케이션,monitoring,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478483196-684,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478491319-779,,로그인 게이트웨이,credential_abuse,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478501208-429,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478507202-215,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478521565-310,,로그인 게이트웨이,credential_abuse,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478540337-60,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478561203-108,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478603228-474,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478617771-183,,오브젝트 스토리지,misconfiguration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478623364-703,,오브젝트 스토리지,exfiltration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478645128-90,,시스템 배치/감사,exfiltration,Medium,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478689332-342,,CRM 시스템,exfiltration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
LOG-1763478695273-447,,오브젝트 스토리지,misconfiguration,High,No PII pattern,,(위험도 판단 설명 없음),(마스킹된 로그가 없습니다 - 원본 로그는 백엔드/sf_logs에서만 유지)
